OrderID,ContactName,CompanyName
10515,"Horst Kloss","Speedy Express"
10520,"Jonas Bergulfsen","Speedy Express"
10522,"Renate Messner","Speedy Express"
10527,"Horst Kloss","Speedy Express"
10531,"Yvonne Moncada","Speedy Express"
10533,"Maria Larsson","Speedy Express"
10535,"Antonio Moreno","Speedy Express"
10537,"Michael Holz","Speedy Express"
10541,"Mario Pontes","Speedy Express"
10544,"Fran Wilson","Speedy Express"
10549,"Horst Kloss","Speedy Express"
10552,"Carlos Hernndez","Speedy Express"
10556,"Jytte Petersen","Speedy Express"
10559,"Frdrique Citeaux","Speedy Express"
10560,"Peter Franken","Speedy Express"
10562,"Maurizio Moroni","Speedy Express"
10566,"Frdrique Citeaux","Speedy Express"
10567,"Patricia McKenna","Speedy Express"
10569,"Paula Wilson","Speedy Express"
10575,"Alexander Feuer","Speedy Express"
10581,"Aria Cruz","Speedy Express"
10584,"Frdrique Citeaux","Speedy Express"
10585,"Paula Parente","Speedy Express"
10586,"Maurizio Moroni","Speedy Express"
10587,"Bernardo Batista","Speedy Express"
10591,"Palle Ibsen","Speedy Express"
10592,"Renate Messner","Speedy Express"
10595,"Roland Mendel","Speedy Express"
10596,"Karl Jablonski","Speedy Express"
10600,"Yoshi Latimer","Speedy Express"
10601,"Carlos Hernndez","Speedy Express"
10604,"Lino Rodriguez","Speedy Express"
10607,"Jose Pavarotti","Speedy Express"
10610,"Annette Roulet","Speedy Express"
10618,"Jean Fresnire","Speedy Express"
10625,"Ana Trujillo","Speedy Express"
10631,"Annette Roulet","Speedy Express"
10632,"Rita Mller","Speedy Express"
10636,"Pirkko Koskitalo","Speedy Express"
10637,"Lcia Carvalho","Speedy Express"
10638,"Felipe Izquierdo","Speedy Express"
10640,"Rita Mller","Speedy Express"
10643,"Maria Anders","Speedy Express"
10645,"Mario Pontes","Speedy Express"
10653,"Peter Franken","Speedy Express"
10654,"Christina Berglund","Speedy Express"
10656,"Howard Snyder","Speedy Express"
10658,"Horst Kloss","Speedy Express"
10660,"Yoshi Latimer","Speedy Express"
10667,"Roland Mendel","Speedy Express"
10669,"Jytte Petersen","Speedy Express"
10670,"Peter Franken","Speedy Express"
10671,"Carine Schmitt","Speedy Express"
10673,"Matti Karttunen","Speedy Express"
10680,"Rene Phillips","Speedy Express"
10683,"Janine Labrune","Speedy Express"
10684,"Henriette Pfalzheim","Speedy Express"
10686,"Georg Pipps","Speedy Express"
10690,"Mario Pontes","Speedy Express"
10695,"Matti Karttunen","Speedy Express"
10697,"Felipe Izquierdo","Speedy Express"
10698,"Roland Mendel","Speedy Express"
10700,"Jose Pavarotti","Speedy Express"
10702,"Maria Anders","Speedy Express"
10704,"Lcia Carvalho","Speedy Express"
10710,"Paolo Accorti","Speedy Express"
10712,"Patricia McKenna","Speedy Express"
10713,"Jose Pavarotti","Speedy Express"
10715,"Laurence Lebihan","Speedy Express"
10722,"Jose Pavarotti","Speedy Express"
10723,"Karl Jablonski","Speedy Express"
10726,"Ann Devon","Speedy Express"
10727,"Maurizio Moroni","Speedy Express"
10730,"Laurence Lebihan","Speedy Express"
10731,"Yang Wang","Speedy Express"
10732,"Laurence Lebihan","Speedy Express"
10738,"Dominique Perrier","Speedy Express"
10744,"Palle Ibsen","Speedy Express"
10745,"Horst Kloss","Speedy Express"
10747,"Georg Pipps","Speedy Express"
10748,"Jose Pavarotti","Speedy Express"
10750,"Pirkko Koskitalo","Speedy Express"
10753,"Paolo Accorti","Speedy Express"
10757,"Jose Pavarotti","Speedy Express"
10760,"Catherine Dewey","Speedy Express"
10762,"Maria Larsson","Speedy Express"
10766,"Henriette Pfalzheim","Speedy Express"
10769,"Palle Ibsen","Speedy Express"
10774,"Maria Larsson","Speedy Express"
10775,"Liu Wong","Speedy Express"
10778,"Christina Berglund","Speedy Express"
10780,"Carlos Gonzlez","Speedy Express"
10786,"Lcia Carvalho","Speedy Express"
10787,"Annette Roulet","Speedy Express"
10790,"Andr Fonseca","Speedy Express"
10794,"Bernardo Batista","Speedy Express"
10796,"Carlos Hernndez","Speedy Express"
10798,"Helen Bennett","Speedy Express"
10803,"Paula Parente","Speedy Express"
10807,"Paolo Accorti","Speedy Express"
10809,"Paula Parente","Speedy Express"
10811,"Felipe Izquierdo","Speedy Express"
10812,"Maurizio Moroni","Speedy Express"
10813,"Janete Limeira","Speedy Express"
10821,"Art Braunschweiger","Speedy Express"
10824,"Maria Larsson","Speedy Express"
10825,"Sven Ottlieb","Speedy Express"
10826,"Frdrique Citeaux","Speedy Express"
10828,"Sergio Gutirrez","Speedy Express"
10829,"Helen Bennett","Speedy Express"
10836,"Roland Mendel","Speedy Express"
10845,"Horst Kloss","Speedy Express"
10850,"Mary Saveley","Speedy Express"
10851,"Janete Limeira","Speedy Express"
10852,"Paula Wilson","Speedy Express"
10855,"Rene Phillips","Speedy Express"
10858,"Daniel Tonini","Speedy Express"
10865,"Horst Kloss","Speedy Express"
10866,"Christina Berglund","Speedy Express"
10867,"Fran Wilson","Speedy Express"
10869,"Hari Kumar","Speedy Express"
10873,"Matti Karttunen","Speedy Express"
10877,"Janete Limeira","Speedy Express"
10878,"Horst Kloss","Speedy Express"
10880,"Maria Larsson","Speedy Express"
10881,"Patricio Simpson","Speedy Express"
10886,"Mario Pontes","Speedy Express"
10890,"Janine Labrune","Speedy Express"
10894,"Jose Pavarotti","Speedy Express"
10895,"Roland Mendel","Speedy Express"
10901,"Carlos Hernndez","Speedy Express"
10902,"Maria Larsson","Speedy Express"
10911,"Jos Pedro Freyre","Speedy Express"
10913,"Lcia Carvalho","Speedy Express"
10914,"Lcia Carvalho","Speedy Express"
10921,"Palle Ibsen","Speedy Express"
10925,"Mario Pontes","Speedy Express"
10927,"Daniel Tonini","Speedy Express"
10928,"Eduardo Saavedra","Speedy Express"
10929,"Peter Franken","Speedy Express"
10932,"Laurence Lebihan","Speedy Express"
10945,"Alexander Feuer","Speedy Express"
10952,"Maria Anders","Speedy Express"
10954,"Felipe Izquierdo","Speedy Express"
10960,"Carlos Hernndez","Speedy Express"
10961,"Lcia Carvalho","Speedy Express"
10966,"Yang Wang","Speedy Express"
10970,"Martn Sommer","Speedy Express"
10976,"Carlos Hernndez","Speedy Express"
10980,"Maria Larsson","Speedy Express"
10982,"Elizabeth Lincoln","Speedy Express"
10985,"Patricia McKenna","Speedy Express"
10987,"Ann Devon","Speedy Express"
10989,"Bernardo Batista","Speedy Express"
10991,"Horst Kloss","Speedy Express"
11002,"Jose Pavarotti","Speedy Express"
11004,"Catherine Dewey","Speedy Express"
11005,"Matti Karttunen","Speedy Express"
11009,"Jos Pedro Freyre","Speedy Express"
11011,"Maria Anders","Speedy Express"
11013,"Alejandra Camino","Speedy Express"
11021,"Horst Kloss","Speedy Express"
11024,"Ann Devon","Speedy Express"
11026,"Paolo Accorti","Speedy Express"
11027,"Elizabeth Lincoln","Speedy Express"
11028,"Philip Cramer","Speedy Express"
11029,"Yang Wang","Speedy Express"
11034,"Rene Phillips","Speedy Express"
11037,"Jos Pedro Freyre","Speedy Express"
11042,"Pedro Afonso","Speedy Express"
11044,"Zbyszek Piestrzeniewicz","Speedy Express"
11049,"Andr Fonseca","Speedy Express"
11052,"Mario Pontes","Speedy Express"
11054,"Patricio Simpson","Speedy Express"
11064,"Jose Pavarotti","Speedy Express"
11065,"Carlos Gonzlez","Speedy Express"
11070,"Renate Messner","Speedy Express"
11071,"Carlos Gonzlez","Speedy Express"
10250,"Mario Pontes","United Package"
10252,"Pascale Cartrain","United Package"
10253,"Mario Pontes","United Package"
10254,"Yang Wang","United Package"
10256,"Paula Parente","United Package"
10261,"Bernardo Batista","United Package"
10271,"Art Braunschweiger","United Package"
10272,"Paula Wilson","United Package"
10278,"Christina Berglund","United Package"
10279,"Renate Messner","United Package"
10285,"Horst Kloss","United Package"
10291,"Bernardo Batista","United Package"
10292,"Anabela Domingues","United Package"
10294,"Paula Wilson","United Package"
10295,"Paul Henriot","United Package"
10297,"Frdrique Citeaux","United Package"
10298,"Patricia McKenna","United Package"
10299,"Janete Limeira","United Package"
10300,"Giovanni Rovelli","United Package"
10301,"Rita Mller","United Package"
10302,"Pascale Cartrain","United Package"
10303,"Jos Pedro Freyre","United Package"
10304,"Miguel Angel Paolino","United Package"
10307,"Fran Wilson","United Package"
10310,"Liz Nixon","United Package"
10312,"Rita Mller","United Package"
10313,"Horst Kloss","United Package"
10314,"Paula Wilson","United Package"
10315,"Helen Bennett","United Package"
10318,"Helen Bennett","United Package"
10321,"Helen Bennett","United Package"
10326,"Martn Sommer","United Package"
10329,"Art Braunschweiger","United Package"
10332,"Jean Fresnire","United Package"
10334,"Mary Saveley","United Package"
10335,"Patricia McKenna","United Package"
10336,"Isabel de Castro","United Package"
10339,"Jean Fresnire","United Package"
10342,"Peter Franken","United Package"
10344,"Karl Jablonski","United Package"
10345,"Horst Kloss","United Package"
10348,"Rita Mller","United Package"
10350,"Annette Roulet","United Package"
10356,"Rita Mller","United Package"
10361,"Horst Kloss","United Package"
10365,"Antonio Moreno","United Package"
10366,"Eduardo Saavedra","United Package"
10368,"Roland Mendel","United Package"
10369,"Art Braunschweiger","United Package"
10370,"Yang Wang","United Package"
10372,"Lcia Carvalho","United Package"
10375,"Yoshi Latimer","United Package"
10376,"Jean Fresnire","United Package"
10385,"Art Braunschweiger","United Package"
10387,"Jonas Bergulfsen","United Package"
10389,"Elizabeth Lincoln","United Package"
10402,"Roland Mendel","United Package"
10407,"Henriette Pfalzheim","United Package"
10412,"Pirkko Koskitalo","United Package"
10413,"Annette Roulet","United Package"
10419,"Michael Holz","United Package"
10424,"Jean Fresnire","United Package"
10425,"Annette Roulet","United Package"
10427,"Georg Pipps","United Package"
10429,"Patricia McKenna","United Package"
10431,"Elizabeth Lincoln","United Package"
10432,"Art Braunschweiger","United Package"
10434,"Maria Larsson","United Package"
10435,"Elizabeth Brown","United Package"
10436,"Frdrique Citeaux","United Package"
10438,"Karin Josephs","United Package"
10440,"Jose Pavarotti","United Package"
10441,"Rene Phillips","United Package"
10442,"Roland Mendel","United Package"
10447,"Janete Limeira","United Package"
10448,"Sergio Gutirrez","United Package"
10449,"Frdrique Citeaux","United Package"
10450,"Mary Saveley","United Package"
10453,"Thomas Hardy","United Package"
10455,"Pirkko Koskitalo","United Package"
10456,"Philip Cramer","United Package"
10459,"Mary Saveley","United Package"
10464,"Lino Rodriguez","United Package"
10467,"Giovanni Rovelli","United Package"
10470,"Laurence Lebihan","United Package"
10474,"Guillermo Fernndez","United Package"
10477,"Isabel de Castro","United Package"
10480,"Martine Ranc","United Package"
10481,"Janete Limeira","United Package"
10483,"Karl Jablonski","United Package"
10485,"Felipe Izquierdo","United Package"
10486,"Carlos Hernndez","United Package"
10487,"Lcia Carvalho","United Package"
10488,"Peter Franken","United Package"
10489,"Georg Pipps","United Package"
10490,"Carlos Hernndez","United Package"
10494,"Pedro Afonso","United Package"
10496,"Anabela Domingues","United Package"
10498,"Carlos Hernndez","United Package"
10499,"Carlos Gonzlez","United Package"
10503,"Patricia McKenna","United Package"
10506,"Philip Cramer","United Package"
10508,"Henriette Pfalzheim","United Package"
10512,"Aria Cruz","United Package"
10514,"Roland Mendel","United Package"
10518,"Miguel Angel Paolino","United Package"
10521,"Patricio Simpson","United Package"
10523,"Hari Kumar","United Package"
10524,"Christina Berglund","United Package"
10525,"Laurence Lebihan","United Package"
10526,"Pirkko Koskitalo","United Package"
10528,"Howard Snyder","United Package"
10529,"Catherine Dewey","United Package"
10530,"Georg Pipps","United Package"
10534,"Renate Messner","United Package"
10536,"Renate Messner","United Package"
10543,"Carlos Gonzlez","United Package"
10545,"John Steel","United Package"
10547,"Hari Kumar","United Package"
10548,"Karin Josephs","United Package"
10553,"Pirkko Koskitalo","United Package"
10557,"Renate Messner","United Package"
10558,"Thomas Hardy","United Package"
10561,"Maria Larsson","United Package"
10563,"Janete Limeira","United Package"
10565,"Jean Fresnire","United Package"
10572,"Christina Berglund","United Package"
10574,"Helvetius Nagy","United Package"
10577,"Helvetius Nagy","United Package"
10579,"Jaime Yorres","United Package"
10582,"Hanna Moos","United Package"
10583,"Pirkko Koskitalo","United Package"
10589,"Howard Snyder","United Package"
10593,"Renate Messner","United Package"
10594,"Rene Phillips","United Package"
10602,"Palle Ibsen","United Package"
10603,"Jose Pavarotti","United Package"
10605,"Jean Fresnire","United Package"
10608,"Karin Josephs","United Package"
10609,"Janine Labrune","United Package"
10611,"Zbyszek Piestrzeniewicz","United Package"
10612,"Jose Pavarotti","United Package"
10613,"Carlos Hernndez","United Package"
10616,"Howard Snyder","United Package"
10617,"Howard Snyder","United Package"
10621,"Helen Bennett","United Package"
10623,"Peter Franken","United Package"
10624,"Liu Wong","United Package"
10626,"Christina Berglund","United Package"
10630,"Philip Cramer","United Package"
10641,"Carlos Hernndez","United Package"
10644,"Paula Parente","United Package"
10647,"Bernardo Batista","United Package"
10648,"Janete Limeira","United Package"
10651,"Rita Mller","United Package"
10652,"Andr Fonseca","United Package"
10655,"Maurizio Moroni","United Package"
10657,"Jose Pavarotti","United Package"
10659,"Lcia Carvalho","United Package"
10662,"Fran Wilson","United Package"
10663,"Laurence Lebihan","United Package"
10665,"Fran Wilson","United Package"
10666,"Michael Holz","United Package"
10668,"Rita Mller","United Package"
10672,"Christina Berglund","United Package"
10674,"Helen Bennett","United Package"
10675,"Peter Franken","United Package"
10676,"Miguel Angel Paolino","United Package"
10682,"Antonio Moreno","United Package"
10685,"Andr Fonseca","United Package"
10687,"Patricia McKenna","United Package"
10688,"Palle Ibsen","United Package"
10689,"Christina Berglund","United Package"
10691,"Horst Kloss","United Package"
10692,"Maria Anders","United Package"
10703,"Maria Larsson","United Package"
10705,"Carlos Hernndez","United Package"
10708,"Liz Nixon","United Package"
10711,"Jose Pavarotti","United Package"
10716,"Sergio Gutirrez","United Package"
10717,"Peter Franken","United Package"
10719,"Jaime Yorres","United Package"
10720,"Bernardo Batista","United Package"
10724,"Jean Fresnire","United Package"
10728,"Lcia Carvalho","United Package"
10735,"Jaime Yorres","United Package"
10736,"Patricia McKenna","United Package"
10737,"Paul Henriot","United Package"
10740,"Karl Jablonski","United Package"
10743,"Thomas Hardy","United Package"
10749,"Helen Bennett","United Package"
10755,"Laurence Lebihan","United Package"
10756,"Art Braunschweiger","United Package"
10761,"Paula Wilson","United Package"
10768,"Thomas Hardy","United Package"
10771,"Roland Mendel","United Package"
10772,"Renate Messner","United Package"
10777,"Andr Fonseca","United Package"
10779,"Alexander Feuer","United Package"
10783,"Mario Pontes","United Package"
10788,"Horst Kloss","United Package"
10789,"Martine Ranc","United Package"
10791,"Peter Franken","United Package"
10795,"Roland Mendel","United Package"
10797,"Sven Ottlieb","United Package"
10801,"Martn Sommer","United Package"
10802,"Jytte Petersen","United Package"
10804,"Hari Kumar","United Package"
10806,"Mary Saveley","United Package"
10816,"Howard Snyder","United Package"
10817,"Philip Cramer","United Package"
10820,"Paula Wilson","United Package"
10823,"Carlos Gonzlez","United Package"
10827,"Laurence Lebihan","United Package"
10830,"Anabela Domingues","United Package"
10831,"Jonas Bergulfsen","United Package"
10832,"Annette Roulet","United Package"
10833,"Henriette Pfalzheim","United Package"
10840,"Felipe Izquierdo","United Package"
10841,"Pascale Cartrain","United Package"
10843,"Mary Saveley","United Package"
10844,"Georg Pipps","United Package"
10848,"Elizabeth Brown","United Package"
10849,"Philip Cramer","United Package"
10853,"Hanna Moos","United Package"
10854,"Roland Mendel","United Package"
10856,"Antonio Moreno","United Package"
10857,"Christina Berglund","United Package"
10859,"Peter Franken","United Package"
10861,"Karl Jablonski","United Package"
10862,"Renate Messner","United Package"
10863,"Carlos Hernndez","United Package"
10864,"Thomas Hardy","United Package"
10868,"Lcia Carvalho","United Package"
10871,"Laurence Lebihan","United Package"
10872,"Jos Pedro Freyre","United Package"
10874,"Jos Pedro Freyre","United Package"
10875,"Christina Berglund","United Package"
10884,"Jaime Yorres","United Package"
10888,"Jos Pedro Freyre","United Package"
10891,"Renate Messner","United Package"
10892,"Catherine Dewey","United Package"
10893,"Philip Cramer","United Package"
10897,"Patricia McKenna","United Package"
10898,"Yvonne Moncada","United Package"
10900,"Paula Parente","United Package"
10905,"Paula Parente","United Package"
10908,"Maurizio Moroni","United Package"
10909,"Jonas Bergulfsen","United Package"
10912,"Patricia McKenna","United Package"
10915,"Miguel Angel Paolino","United Package"
10916,"Sergio Gutirrez","United Package"
10917,"Alejandra Camino","United Package"
10919,"Felipe Izquierdo","United Package"
10920,"Thomas Hardy","United Package"
10924,"Christina Berglund","United Package"
10931,"Michael Holz","United Package"
10936,"Howard Snyder","United Package"
10938,"Horst Kloss","United Package"
10939,"Giovanni Rovelli","United Package"
10941,"Jose Pavarotti","United Package"
10943,"Victoria Ashworth","United Package"
10946,"Palle Ibsen","United Package"
10947,"Victoria Ashworth","United Package"
10950,"Giovanni Rovelli","United Package"
10951,"Michael Holz","United Package"
10953,"Thomas Hardy","United Package"
10955,"Maria Larsson","United Package"
10956,"Hanna Moos","United Package"
10958,"Yvonne Moncada","United Package"
10959,"Andr Fonseca","United Package"
10962,"Horst Kloss","United Package"
10964,"Dominique Perrier","United Package"
10967,"Karin Josephs","United Package"
10969,"Pedro Afonso","United Package"
10971,"Carine Schmitt","United Package"
10972,"Daniel Tonini","United Package"
10973,"Daniel Tonini","United Package"
10978,"Catherine Dewey","United Package"
10979,"Roland Mendel","United Package"
10981,"Mario Pontes","United Package"
10983,"Jose Pavarotti","United Package"
10986,"Yvonne Moncada","United Package"
10988,"Paula Wilson","United Package"
10996,"Horst Kloss","United Package"
10997,"Carlos Gonzlez","United Package"
10998,"Zbyszek Piestrzeniewicz","United Package"
10999,"Henriette Pfalzheim","United Package"
11001,"Maria Larsson","United Package"
11006,"Howard Snyder","United Package"
11007,"Isabel de Castro","United Package"
11010,"Maurizio Moroni","United Package"
11015,"Jonas Bergulfsen","United Package"
11016,"Thomas Hardy","United Package"
11017,"Roland Mendel","United Package"
11018,"Fran Wilson","United Package"
11020,"Henriette Pfalzheim","United Package"
11022,"Mario Pontes","United Package"
11023,"Victoria Ashworth","United Package"
11030,"Jose Pavarotti","United Package"
11031,"Jose Pavarotti","United Package"
11035,"Pascale Cartrain","United Package"
11038,"Pascale Cartrain","United Package"
11039,"Felipe Izquierdo","United Package"
11041,"Yang Wang","United Package"
11043,"Dominique Perrier","United Package"
11045,"Elizabeth Lincoln","United Package"
11046,"Rita Mller","United Package"
11050,"Maria Larsson","United Package"
11053,"Georg Pipps","United Package"
11055,"Carlos Hernndez","United Package"
11056,"Ann Devon","United Package"
11059,"Janete Limeira","United Package"
11060,"Paolo Accorti","United Package"
11062,"Maurizio Moroni","United Package"
11063,"Patricia McKenna","United Package"
11066,"Karl Jablonski","United Package"
11067,"Sven Ottlieb","United Package"
11068,"Lcia Carvalho","United Package"
11069,"Miguel Angel Paolino","United Package"
11072,"Roland Mendel","United Package"
11073,"Guillermo Fernndez","United Package"
11074,"Jytte Petersen","United Package"
11075,"Michael Holz","United Package"
11076,"Laurence Lebihan","United Package"
11077,"Paula Wilson","United Package"
10248,"Paul Henriot","Federal Shipping"
10255,"Michael Holz","Federal Shipping"
10257,"Carlos Hernndez","Federal Shipping"
10259,"Francisco Chang","Federal Shipping"
10262,"Paula Wilson","Federal Shipping"
10263,"Roland Mendel","Federal Shipping"
10264,"Maria Larsson","Federal Shipping"
10266,"Pirkko Koskitalo","Federal Shipping"
10268,"Manuel Pereira","Federal Shipping"
10273,"Horst Kloss","Federal Shipping"
10276,"Miguel Angel Paolino","Federal Shipping"
10277,"Alexander Feuer","Federal Shipping"
10283,"Carlos Gonzlez","Federal Shipping"
10286,"Horst Kloss","Federal Shipping"
10287,"Janete Limeira","Federal Shipping"
10289,"Victoria Ashworth","Federal Shipping"
10293,"Miguel Angel Paolino","Federal Shipping"
10305,"Rene Phillips","Federal Shipping"
10306,"Alejandra Camino","Federal Shipping"
10308,"Ana Trujillo","Federal Shipping"
10311,"Janine Labrune","Federal Shipping"
10316,"Paula Wilson","Federal Shipping"
10319,"Miguel Angel Paolino","Federal Shipping"
10320,"Pirkko Koskitalo","Federal Shipping"
10322,"Guillermo Fernndez","Federal Shipping"
10325,"Philip Cramer","Federal Shipping"
10328,"Lino Rodriguez","Federal Shipping"
10333,"Pirkko Koskitalo","Federal Shipping"
10337,"Peter Franken","Federal Shipping"
10338,"Rene Phillips","Federal Shipping"
10340,"Laurence Lebihan","Federal Shipping"
10341,"Jytte Petersen","Federal Shipping"
10346,"Paula Wilson","Federal Shipping"
10347,"Aria Cruz","Federal Shipping"
10352,"Lino Rodriguez","Federal Shipping"
10353,"Georg Pipps","Federal Shipping"
10354,"Guillermo Fernndez","Federal Shipping"
10357,"Carlos Gonzlez","Federal Shipping"
10359,"Hari Kumar","Federal Shipping"
10360,"Frdrique Citeaux","Federal Shipping"
10363,"Sven Ottlieb","Federal Shipping"
10367,"Palle Ibsen","Federal Shipping"
10373,"Patricia McKenna","Federal Shipping"
10374,"Zbyszek Piestrzeniewicz","Federal Shipping"
10377,"Hari Kumar","Federal Shipping"
10378,"Maria Larsson","Federal Shipping"
10380,"Patricia McKenna","Federal Shipping"
10381,"Carlos Gonzlez","Federal Shipping"
10383,"Thomas Hardy","Federal Shipping"
10384,"Christina Berglund","Federal Shipping"
10386,"Aria Cruz","Federal Shipping"
10391,"Sven Ottlieb","Federal Shipping"
10392,"Georg Pipps","Federal Shipping"
10393,"Jose Pavarotti","Federal Shipping"
10394,"Yoshi Latimer","Federal Shipping"
10396,"Peter Franken","Federal Shipping"
10398,"Jose Pavarotti","Federal Shipping"
10399,"Palle Ibsen","Federal Shipping"
10400,"Ann Devon","Federal Shipping"
10403,"Roland Mendel","Federal Shipping"
10410,"Elizabeth Lincoln","Federal Shipping"
10411,"Elizabeth Lincoln","Federal Shipping"
10414,"Aria Cruz","Federal Shipping"
10416,"Pirkko Koskitalo","Federal Shipping"
10417,"Jytte Petersen","Federal Shipping"
10423,"Andr Fonseca","Federal Shipping"
10433,"Isabel de Castro","Federal Shipping"
10439,"Jean Fresnire","Federal Shipping"
10444,"Christina Berglund","Federal Shipping"
10451,"Horst Kloss","Federal Shipping"
10454,"Annette Roulet","Federal Shipping"
10458,"Pascale Cartrain","Federal Shipping"
10461,"Carlos Gonzlez","Federal Shipping"
10463,"Pascale Cartrain","Federal Shipping"
10465,"Palle Ibsen","Federal Shipping"
10468,"Philip Cramer","Federal Shipping"
10471,"Victoria Ashworth","Federal Shipping"
10473,"Helen Bennett","Federal Shipping"
10476,"Carlos Hernndez","Federal Shipping"
10478,"Mary Saveley","Federal Shipping"
10479,"Paula Wilson","Federal Shipping"
10482,"John Steel","Federal Shipping"
10484,"Victoria Ashworth","Federal Shipping"
10491,"Lino Rodriguez","Federal Shipping"
10493,"Annette Roulet","Federal Shipping"
10495,"Yoshi Tannamuri","Federal Shipping"
10501,"Hanna Moos","Federal Shipping"
10504,"Karl Jablonski","Federal Shipping"
10505,"Jean Fresnire","Federal Shipping"
10510,"Jose Pavarotti","Federal Shipping"
10511,"Laurence Lebihan","Federal Shipping"
10516,"Patricia McKenna","Federal Shipping"
10517,"Simon Crowther","Federal Shipping"
10519,"Yang Wang","Federal Shipping"
10532,"Ann Devon","Federal Shipping"
10538,"Victoria Ashworth","Federal Shipping"
10539,"Victoria Ashworth","Federal Shipping"
10540,"Horst Kloss","Federal Shipping"
10542,"Philip Cramer","Federal Shipping"
10546,"Mary Saveley","Federal Shipping"
10550,"Jos Pedro Freyre","Federal Shipping"
10551,"Lino Rodriguez","Federal Shipping"
10554,"Henriette Pfalzheim","Federal Shipping"
10555,"Jose Pavarotti","Federal Shipping"
10564,"Paula Wilson","Federal Shipping"
10568,"Eduardo Saavedra","Federal Shipping"
10570,"Jean Fresnire","Federal Shipping"
10571,"Roland Mendel","Federal Shipping"
10573,"Antonio Moreno","Federal Shipping"
10576,"Miguel Angel Paolino","Federal Shipping"
10578,"Victoria Ashworth","Federal Shipping"
10580,"Henriette Pfalzheim","Federal Shipping"
10588,"Horst Kloss","Federal Shipping"
10590,"Jean Fresnire","Federal Shipping"
10597,"Georg Pipps","Federal Shipping"
10598,"Paula Wilson","Federal Shipping"
10599,"Victoria Ashworth","Federal Shipping"
10606,"Anabela Domingues","Federal Shipping"
10614,"Hanna Moos","Federal Shipping"
10615,"Matti Karttunen","Federal Shipping"
10619,"Jean Fresnire","Federal Shipping"
10620,"Yoshi Tannamuri","Federal Shipping"
10622,"Janete Limeira","Federal Shipping"
10627,"Jose Pavarotti","Federal Shipping"
10628,"Frdrique Citeaux","Federal Shipping"
10629,"Jos Pedro Freyre","Federal Shipping"
10633,"Roland Mendel","Federal Shipping"
10634,"Martine Ranc","Federal Shipping"
